customer_id,age,gender,tenure,monthly_charges,total_charges,contract,internet_service,online_security,tech_support,streaming_tv,payment_method,paperless_billing,churn
CUST_002919,46,Female,40,38.99,1473.45,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,Yes,No
CUST_002920,64,Male,59,118.07,6635.25,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,Yes,Yes
CUST_002921,34,Male,8,66.53,515.85,Two year,Fiber optic,No,No,No,Mailed check,Yes,No
CUST_002922,56,Male,71,56.48,3857.25,Month-to-month,DSL,Yes,Yes,No,Credit card,Yes,No
CUST_002923,42,Female,3,24.43,71.34,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,No,No
CUST_002924,44,Male,2,56.04,119.14,Month-to-month,DSL,No,No,Yes,Mailed check,No,No
CUST_002925,46,Male,13,112.78,1354.24,Month-to-month,Fiber optic,No,No,No,Mailed check,No,No
CUST_002926,48,Male,42,38.02,1366.21,Two year,DSL,No,Yes,No,Bank transfer,Yes,No
CUST_002927,43,Female,15,78.13,1168.32,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,No,Yes
CUST_002928,48,Female,42,66.32,2742.23,Month-to-month,Fiber optic,Yes,No,No,Electronic check,No,No
CUST_002929,68,Female,31,20.88,561.85,Two year,No,No internet service,No internet service,No internet service,Electronic check,Yes,No
CUST_002930,59,Male,5,66.63,296.55,Two year,Fiber optic,No,No,Yes,Credit card,No,No
CUST_002931,58,Male,71,36.01,2564.32,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,Yes,Yes
CUST_002932,38,Male,1,81.41,74.93,One year,Fiber optic,No,No,Yes,Bank transfer,No,Yes
CUST_002933,31,Male,54,49.8,2993.83,One year,DSL,No,Yes,Yes,Credit card,No,No
CUST_002934,59,Male,8,58.64,423.14,One year,DSL,No,No,No,Electronic check,Yes,No
CUST_002935,58,Male,16,92.22,1263.1,Month-to-month,Fiber optic,Yes,No,No,Electronic check,No,No
CUST_002936,67,Female,13,47.88,612.65,Two year,DSL,No,No,No,Credit card,Yes,No
CUST_002937,35,Female,4,65.64,300.85,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,No,No
CUST_002938,41,Male,10,52.04,541.3,Month-to-month,DSL,No,No,Yes,Electronic check,Yes,No
CUST_002939,20,Female,5,71.86,343.57,Month-to-month,Fiber optic,No,No,No,Credit card,No,Yes
CUST_002940,39,Male,5,107.06,457.71,Month-to-month,Fiber optic,Yes,No,No,Credit card,Yes,Yes
CUST_002941,59,Male,4,79.18,315.29,Two year,Fiber optic,Yes,No,No,Credit card,Yes,No
CUST_002942,38,Female,16,55.23,805.86,One year,DSL,No,Yes,No,Electronic check,Yes,No
CUST_002943,54,Male,38,54.39,2158.43,Month-to-month,DSL,Yes,Yes,No,Mailed check,Yes,No
CUST_002944,42,Male,20,98.92,2027.67,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,No,Yes
CUST_002945,49,Male,53,43.01,2118.97,Month-to-month,DSL,No,Yes,No,Mailed check,Yes,No
CUST_002946,27,Female,24,79.69,1665.2,Two year,Fiber optic,No,Yes,Yes,Electronic check,Yes,No
CUST_002947,46,Female,28,112.47,3390.09,One year,Fiber optic,No,Yes,Yes,Electronic check,Yes,Yes
CUST_002948,18,Male,26,35.38,943.47,One year,DSL,No,Yes,Yes,Bank transfer,Yes,No
CUST_002949,42,Female,14,74.98,1157.46,One year,Fiber optic,No,Yes,Yes,Mailed check,Yes,No
CUST_002950,20,Female,28,98.56,2560.82,One year,Fiber optic,No,No,Yes,Electronic check,No,Yes
CUST_002951,63,Female,1,59.51,62.24,One year,DSL,Yes,Yes,Yes,Credit card,Yes,No
CUST_002952,56,Female,47,84.71,3525.92,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,No,No
CUST_002953,52,Male,36,54.6,1842.83,Two year,DSL,No,No,No,Electronic check,No,No
CUST_002954,67,Male,6,95.64,600.79,One year,Fiber optic,No,Yes,No,Bank transfer,No,No
CUST_002955,30,Female,35,68.55,2633.6,One year,Fiber optic,Yes,Yes,Yes,Mailed check,No,No
CUST_002956,71,Female,1,53.65,50.77,Two year,DSL,No,Yes,Yes,Bank transfer,No,No
CUST_002957,58,Female,5,109.76,598.0,Two year,Fiber optic,No,No,Yes,Electronic check,Yes,Yes
CUST_002958,41,Female,1,119.58,125.96,Two year,Fiber optic,No,No,No,Electronic check,No,Yes
CUST_002959,62,Female,36,35.89,1233.38,Two year,DSL,Yes,Yes,No,Bank transfer,Yes,No
CUST_002960,28,Female,33,101.3,3720.38,Month-to-month,Fiber optic,Yes,No,No,Credit card,Yes,No
CUST_002961,32,Female,40,87.8,3521.72,Month-to-month,Fiber optic,No,No,No,Electronic check,Yes,No
CUST_002962,35,Female,1,65.54,68.45,One year,Fiber optic,Yes,No,No,Bank transfer,Yes,No
CUST_002963,37,Female,16,98.79,1578.57,Month-to-month,Fiber optic,No,No,Yes,Electronic check,Yes,No
CUST_002964,29,Male,29,22.45,641.82,Two year,No,No internet service,No internet service,No internet service,Electronic check,No,No
CUST_002965,63,Male,4,27.57,121.79,One year,No,No internet service,No internet service,No internet service,Electronic check,Yes,No
CUST_002966,41,Male,25,79.38,1862.28,One year,Fiber optic,No,No,No,Credit card,Yes,No
CUST_002967,50,Female,2,27.22,46.87,Two year,No,No internet service,No internet service,No internet service,Electronic check,No,No
CUST_002968,36,Male,4,49.78,221.81,Month-to-month,DSL,No,Yes,No,Electronic check,Yes,Yes
CUST_002969,18,Female,15,84.76,1395.37,One year,Fiber optic,No,No,Yes,Bank transfer,Yes,No
CUST_002970,49,Male,25,51.58,1237.88,One year,DSL,No,No,No,Electronic check,No,No
CUST_002971,18,Male,3,42.16,114.54,Month-to-month,DSL,Yes,No,Yes,Electronic check,No,Yes
CUST_002972,43,Female,4,99.94,420.81,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,Yes,Yes
CUST_002973,24,Male,5,111.96,489.06,Two year,Fiber optic,No,Yes,No,Credit card,Yes,Yes
CUST_002974,74,Male,6,77.32,453.31,One year,Fiber optic,No,Yes,No,Electronic check,No,No
CUST_002975,58,Male,6,92.93,488.31,Two year,Fiber optic,No,No,No,Credit card,Yes,No
CUST_002976,46,Male,12,100.68,1243.65,Month-to-month,Fiber optic,No,No,No,Electronic check,Yes,Yes
CUST_002977,63,Female,25,96.05,2060.66,Month-to-month,Fiber optic,No,No,No,Electronic check,Yes,Yes
CUST_002978,32,Male,13,45.97,620.78,Month-to-month,DSL,Yes,No,No,Credit card,No,Yes
CUST_002979,53,Female,35,100.32,3693.65,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,Yes,No
CUST_002980,47,Male,30,35.85,1071.35,Two year,DSL,Yes,No,No,Mailed check,Yes,No
CUST_002981,48,Female,3,85.34,231.06,Month-to-month,Fiber optic,No,No,No,Bank transfer,Yes,Yes
CUST_002982,64,Male,1,50.98,44.88,Two year,DSL,No,No,No,Electronic check,Yes,No
CUST_002983,55,Female,50,35.62,1681.24,Two year,DSL,No,No,Yes,Bank transfer,Yes,Yes
CUST_002984,49,Female,1,92.92,91.95,Two year,Fiber optic,No,No,Yes,Bank transfer,Yes,No
CUST_002985,20,Male,3,100.98,315.86,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,No,Yes
CUST_002986,30,Female,1,106.76,90.79,Two year,Fiber optic,Yes,Yes,Yes,Credit card,No,No
CUST_002987,43,Female,23,38.4,939.12,Month-to-month,DSL,No,Yes,Yes,Mailed check,No,No
CUST_002988,46,Male,20,119.48,2542.09,Month-to-month,Fiber optic,No,No,Yes,Electronic check,Yes,Yes
CUST_002989,28,Male,72,98.34,6962.67,Month-to-month,Fiber optic,No,No,Yes,Electronic check,Yes,No
CUST_002990,80,Female,52,27.26,1350.93,Two year,No,No internet service,No internet service,No internet service,Credit card,Yes,No
CUST_002991,67,Female,12,78.7,1041.38,Month-to-month,Fiber optic,No,Yes,No,Mailed check,Yes,No
CUST_002992,54,Male,11,52.19,623.1,Month-to-month,DSL,Yes,No,Yes,Bank transfer,No,Yes
CUST_002993,46,Male,8,113.49,1039.55,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,Yes,No
CUST_002994,41,Female,3,50.62,146.03,Month-to-month,DSL,No,Yes,Yes,Bank transfer,No,Yes
CUST_002995,30,Female,3,54.84,184.6,Month-to-month,DSL,No,No,No,Bank transfer,No,No
CUST_002996,46,Female,3,45.73,120.21,Two year,DSL,Yes,No,No,Electronic check,No,Yes
CUST_002997,48,Male,2,86.35,168.11,One year,Fiber optic,Yes,No,Yes,Bank transfer,Yes,No
CUST_002998,26,Female,6,80.74,479.41,Two year,Fiber optic,No,No,No,Mailed check,Yes,No
CUST_002999,50,Male,8,103.81,815.75,One year,Fiber optic,No,No,No,Credit card,Yes,No
CUST_003000,42,Male,72,84.76,6331.75,Two year,Fiber optic,Yes,No,Yes,Electronic check,Yes,No
CUST_003001,18,Female,20,40.72,733.83,Month-to-month,DSL,No,No,Yes,Electronic check,No,Yes
CUST_003002,32,Female,72,85.32,6818.38,One year,Fiber optic,No,No,No,Electronic check,Yes,No
CUST_003003,38,Male,11,111.96,1250.69,One year,Fiber optic,No,No,No,Mailed check,Yes,Yes
CUST_003004,73,Male,14,105.6,1657.68,Month-to-month,Fiber optic,No,No,Yes,Electronic check,Yes,Yes
CUST_003005,53,Female,9,83.41,638.68,Two year,Fiber optic,No,No,No,Credit card,No,No
CUST_003006,24,Female,4,62.2,258.5,One year,DSL,Yes,Yes,No,Credit card,Yes,No
CUST_003007,52,Female,3,69.12,201.91,Two year,Fiber optic,No,Yes,No,Bank transfer,No,Yes
CUST_003008,21,Female,69,67.74,4681.21,One year,Fiber optic,No,No,No,Electronic check,Yes,No
CUST_003009,61,Male,72,72.01,5563.94,Month-to-month,Fiber optic,No,No,No,Electronic check,No,Yes
CUST_003010,37,Female,1,71.41,65.56,One year,Fiber optic,No,No,Yes,Credit card,Yes,No
CUST_003011,43,Female,3,21.76,59.5,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,Yes,Yes
CUST_003012,64,Female,13,54.84,756.34,One year,DSL,Yes,No,No,Bank transfer,No,No
CUST_003013,25,Female,4,98.05,394.71,One year,Fiber optic,Yes,No,No,Mailed check,No,Yes
CUST_003014,24,Female,10,100.62,925.8,Two year,Fiber optic,No,No,Yes,Credit card,Yes,No
CUST_003015,36,Male,3,55.65,166.15,Month-to-month,DSL,Yes,No,Yes,Electronic check,No,Yes
CUST_003016,60,Male,14,57.71,798.14,Month-to-month,DSL,No,Yes,Yes,Electronic check,Yes,No
CUST_003017,22,Female,7,76.39,565.44,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,No,No
CUST_003018,18,Male,10,53.67,456.62,Month-to-month,DSL,No,No,Yes,Electronic check,Yes,No
CUST_003019,38,Male,2,52.4,107.53,Two year,DSL,No,No,No,Bank transfer,Yes,Yes
CUST_003020,53,Female,13,38.87,521.33,Two year,No,No internet service,No internet service,No internet service,Electronic check,Yes,Yes
CUST_003021,63,Female,72,77.78,6012.63,One year,Fiber optic,No,Yes,No,Bank transfer,Yes,No
CUST_003022,38,Male,9,36.76,369.47,Two year,DSL,No,Yes,Yes,Mailed check,Yes,No
CUST_003023,38,Female,50,100.94,4956.44,Month-to-month,Fiber optic,No,No,No,Bank transfer,Yes,Yes
CUST_003024,62,Female,44,105.71,4431.5,Month-to-month,Fiber optic,No,Yes,No,Credit card,Yes,No
CUST_003025,18,Female,72,25.66,1627.1,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,Yes,No
CUST_003026,39,Female,37,96.4,3392.21,Two year,Fiber optic,Yes,No,Yes,Credit card,Yes,No
CUST_003027,47,Male,25,21.19,461.17,One year,No,No internet service,No internet service,No internet service,Credit card,No,No
CUST_003028,51,Male,46,63.8,3201.42,One year,DSL,No,No,Yes,Bank transfer,No,No
CUST_003029,37,Male,1,71.05,77.59,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,Yes,No
CUST_003030,45,Male,14,37.03,505.55,Month-to-month,DSL,No,No,No,Bank transfer,Yes,No
CUST_003031,18,Female,72,36.32,2426.48,Two year,DSL,No,No,Yes,Electronic check,Yes,No
CUST_003032,35,Female,35,88.5,2742.55,Month-to-month,Fiber optic,No,No,Yes,Electronic check,No,No
CUST_003033,51,Female,72,37.91,3017.13,One year,DSL,No,No,Yes,Bank transfer,No,No
CUST_003034,30,Female,36,105.96,4246.55,Month-to-month,Fiber optic,No,No,No,Bank transfer,Yes,No
CUST_003035,45,Female,49,37.98,1730.54,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,No,No
CUST_003036,51,Male,29,79.31,2384.0,One year,Fiber optic,Yes,No,No,Credit card,Yes,No
CUST_003037,39,Male,34,53.86,1698.65,Month-to-month,DSL,Yes,No,No,Credit card,Yes,No
CUST_003038,47,Female,17,67.33,1050.22,One year,Fiber optic,Yes,No,No,Bank transfer,Yes,No
CUST_003039,30,Male,61,27.73,1448.56,One year,No,No internet service,No internet service,No internet service,Bank transfer,Yes,No
CUST_003040,41,Male,41,81.11,3402.49,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,No,Yes
CUST_003041,54,Female,44,77.57,3054.65,One year,Fiber optic,No,No,No,Credit card,No,No
CUST_003042,47,Male,26,54.34,1206.16,One year,DSL,No,No,Yes,Electronic check,No,No
CUST_003043,36,Female,8,38.91,274.38,Month-to-month,DSL,No,No,Yes,Credit card,Yes,No
CUST_003044,48,Male,1,112.34,106.06,One year,Fiber optic,No,No,No,Credit card,Yes,No
CUST_003045,55,Male,65,54.95,3753.01,One year,DSL,No,No,No,Bank transfer,Yes,No
CUST_003046,18,Male,21,34.21,654.32,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,Yes,No
CUST_003047,62,Female,8,116.44,1039.83,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,Yes,No
CUST_003048,39,Male,3,116.83,328.25,Month-to-month,Fiber optic,No,No,Yes,Credit card,No,Yes
CUST_003049,51,Female,42,95.34,3801.53,Two year,Fiber optic,No,Yes,Yes,Bank transfer,Yes,No
CUST_003050,62,Female,43,92.25,3631.14,Two year,Fiber optic,Yes,No,No,Electronic check,No,No
CUST_003051,24,Female,40,83.45,3091.46,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,No,No
CUST_003052,34,Male,24,34.31,718.24,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,No,No
CUST_003053,40,Male,10,30.76,288.66,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,No,No
CUST_003054,33,Female,8,38.66,342.65,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,Yes,No
CUST_003055,71,Female,1,24.77,26.17,Two year,No,No internet service,No internet service,No internet service,Credit card,Yes,No
CUST_003056,32,Female,43,82.06,3925.83,One year,Fiber optic,No,No,No,Electronic check,No,No
CUST_003057,36,Male,2,82.38,145.23,Month-to-month,Fiber optic,No,No,No,Mailed check,No,Yes
CUST_003058,48,Female,23,59.18,1343.02,One year,DSL,No,No,Yes,Bank transfer,Yes,Yes
CUST_003059,26,Male,16,37.97,558.18,Two year,DSL,No,No,No,Bank transfer,Yes,No
CUST_003060,39,Male,17,48.67,882.3,One year,DSL,No,No,Yes,Electronic check,Yes,No
CUST_003061,49,Male,62,47.83,3383.8,One year,DSL,Yes,No,No,Bank transfer,Yes,No
CUST_003062,40,Male,1,69.02,75.55,One year,Fiber optic,No,No,No,Bank transfer,No,No
CUST_003063,43,Male,35,47.32,1425.3,Month-to-month,DSL,Yes,No,No,Bank transfer,Yes,No
CUST_003064,37,Male,1,30.27,28.61,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,No,Yes
CUST_003065,22,Female,1,21.3,18.29,One year,No,No internet service,No internet service,No internet service,Bank transfer,No,No
CUST_003066,49,Male,13,50.3,563.69,Month-to-month,DSL,No,No,Yes,Electronic check,No,Yes
CUST_003067,71,Female,1,63.78,55.73,One year,DSL,Yes,Yes,No,Credit card,Yes,Yes
CUST_003068,45,Male,37,39.58,1366.19,One year,No,No internet service,No internet service,No internet service,Electronic check,No,No
CUST_003069,48,Male,18,30.63,518.95,One year,No,No internet service,No internet service,No internet service,Bank transfer,No,No
CUST_003070,55,Male,1,30.3,29.4,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,Yes,Yes
CUST_003071,25,Male,1,25.71,24.98,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,Yes,Yes
CUST_003072,70,Female,22,39.94,950.22,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,No,Yes
CUST_003073,48,Male,39,80.08,2787.14,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,Yes,Yes
CUST_003074,69,Male,13,48.59,566.81,Month-to-month,DSL,No,No,No,Credit card,Yes,No
CUST_003075,34,Male,19,65.16,1285.06,One year,Fiber optic,No,No,Yes,Electronic check,No,No
CUST_003076,72,Female,38,45.48,1765.44,Month-to-month,DSL,No,No,No,Electronic check,No,No
CUST_003077,56,Female,22,21.43,422.52,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,Yes,Yes
CUST_003078,53,Male,6,105.91,702.61,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,Yes,No
CUST_003079,48,Male,22,95.86,2000.77,Month-to-month,Fiber optic,Yes,No,No,Electronic check,Yes,Yes
CUST_003080,41,Male,23,52.17,1152.02,Month-to-month,DSL,Yes,Yes,Yes,Credit card,Yes,No
CUST_003081,63,Female,31,80.76,2443.82,Month-to-month,Fiber optic,No,No,No,Bank transfer,Yes,No
CUST_003082,47,Male,23,109.82,2391.51,Two year,Fiber optic,No,No,Yes,Electronic check,Yes,Yes
CUST_003083,18,Female,72,20.07,1469.95,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,No,No
CUST_003084,28,Female,5,45.01,217.53,One year,DSL,No,Yes,Yes,Mailed check,Yes,No
CUST_003085,42,Female,72,33.19,2217.22,Two year,No,No internet service,No internet service,No internet service,Electronic check,Yes,Yes
CUST_003086,49,Female,18,38.16,770.23,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,No,No
CUST_003087,44,Female,26,77.9,1908.95,Two year,Fiber optic,No,No,No,Bank transfer,No,No
CUST_003088,63,Male,2,94.76,200.81,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,Yes,Yes
CUST_003089,18,Female,11,94.59,992.8,Month-to-month,Fiber optic,No,No,Yes,Credit card,Yes,No
CUST_003090,47,Female,35,61.23,2101.4,Month-to-month,DSL,No,No,No,Credit card,No,Yes
CUST_003091,18,Male,29,36.52,975.18,Month-to-month,DSL,No,No,No,Electronic check,Yes,No
CUST_003092,56,Female,1,28.49,30.65,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,No,Yes
CUST_003093,43,Male,18,75.04,1446.84,Month-to-month,Fiber optic,No,No,Yes,Mailed check,No,No
CUST_003094,51,Female,2,35.65,61.08,One year,DSL,No,No,No,Mailed check,Yes,No
CUST_003095,32,Female,72,73.09,4568.14,Two year,Fiber optic,No,No,No,Credit card,No,No
CUST_003096,64,Male,54,118.71,7222.61,Month-to-month,Fiber optic,No,Yes,No,Credit card,No,No
CUST_003097,60,Female,1,41.45,46.29,Month-to-month,DSL,No,No,No,Electronic check,Yes,Yes
CUST_003098,53,Male,46,116.43,5365.56,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,Yes,No
CUST_003099,43,Male,60,41.16,2464.68,Month-to-month,DSL,No,No,No,Bank transfer,No,No
CUST_003100,53,Male,10,62.94,688.39,One year,DSL,No,No,No,Electronic check,Yes,No
CUST_003101,34,Female,30,101.0,2701.35,Month-to-month,Fiber optic,Yes,No,No,Credit card,Yes,No
CUST_003102,57,Male,14,71.23,1043.2,Month-to-month,Fiber optic,No,Yes,No,Credit card,No,Yes
CUST_003103,69,Male,25,52.46,1302.05,One year,DSL,No,No,Yes,Credit card,No,No
CUST_003104,61,Female,9,82.52,796.9,Two year,Fiber optic,No,No,Yes,Bank transfer,Yes,No
CUST_003105,34,Male,9,46.49,359.43,Month-to-month,DSL,No,No,Yes,Electronic check,Yes,No
CUST_003106,50,Male,13,48.21,644.16,One year,DSL,No,No,No,Credit card,No,No
CUST_003107,25,Male,3,47.68,145.47,Month-to-month,DSL,Yes,No,No,Mailed check,Yes,No
CUST_003108,53,Male,42,54.92,2542.5,Month-to-month,DSL,No,Yes,No,Electronic check,Yes,No
CUST_003109,51,Male,10,58.05,611.3,Month-to-month,DSL,No,Yes,Yes,Credit card,Yes,No
CUST_003110,18,Male,12,26.58,355.34,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,Yes,No
CUST_003111,27,Female,53,115.84,6852.82,Two year,Fiber optic,No,No,No,Bank transfer,Yes,No
CUST_003112,40,Female,16,63.15,982.56,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,No,No
CUST_003113,40,Male,18,36.22,581.05,Month-to-month,DSL,No,No,Yes,Electronic check,Yes,Yes
CUST_003114,26,Male,72,35.45,2652.16,Month-to-month,DSL,No,No,Yes,Mailed check,No,No
CUST_003115,50,Male,52,88.38,5111.05,Month-to-month,Fiber optic,No,No,No,Bank transfer,No,No
CUST_003116,48,Female,4,97.49,340.23,One year,Fiber optic,No,No,No,Bank transfer,Yes,Yes
CUST_003117,42,Male,15,43.34,661.4,Month-to-month,DSL,Yes,No,Yes,Credit card,Yes,Yes
CUST_003118,33,Male,72,79.27,5048.23,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,No,No
CUST_003119,60,Female,11,102.31,965.71,One year,Fiber optic,No,No,No,Bank transfer,Yes,No
CUST_003120,69,Male,11,53.05,615.0,Month-to-month,DSL,No,No,Yes,Credit card,Yes,Yes
CUST_003121,37,Male,5,74.19,391.19,Month-to-month,Fiber optic,No,No,No,Bank transfer,Yes,No
CUST_003122,35,Female,2,113.65,234.16,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,No,Yes
CUST_003123,52,Female,32,55.4,1963.85,Month-to-month,DSL,No,No,No,Credit card,Yes,No
CUST_003124,39,Male,35,84.94,2599.1,Month-to-month,Fiber optic,Yes,No,No,Electronic check,Yes,No
CUST_003125,42,Female,72,102.6,6512.39,Month-to-month,Fiber optic,No,Yes,No,Credit card,No,No
CUST_003126,56,Male,35,71.2,2764.53,One year,Fiber optic,Yes,No,No,Electronic check,No,No
CUST_003127,18,Female,6,49.05,294.59,One year,DSL,No,No,Yes,Credit card,Yes,No
CUST_003128,64,Male,1,74.29,69.23,One year,Fiber optic,No,No,No,Bank transfer,Yes,Yes
CUST_003129,46,Female,72,67.28,5190.26,Two year,Fiber optic,No,No,No,Bank transfer,No,No
CUST_003130,38,Female,9,83.61,841.53,Month-to-month,Fiber optic,No,No,No,Electronic check,No,Yes
CUST_003131,43,Female,8,73.29,619.67,Two year,Fiber optic,Yes,No,Yes,Electronic check,Yes,No
CUST_003132,44,Female,56,54.01,3289.45,Month-to-month,DSL,No,No,Yes,Electronic check,Yes,No
CUST_003133,19,Female,21,102.07,2003.61,Month-to-month,Fiber optic,No,No,Yes,Credit card,Yes,Yes
CUST_003134,67,Male,5,73.18,342.71,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,Yes,No
CUST_003135,45,Male,52,66.35,3827.09,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,No,No
CUST_003136,51,Female,72,35.86,2670.89,Two year,No,No internet service,No internet service,No internet service,Credit card,Yes,No
CUST_003137,59,Female,2,20.04,36.88,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,Yes,Yes
CUST_003138,29,Male,47,45.32,2145.48,Month-to-month,DSL,No,Yes,Yes,Credit card,Yes,No
CUST_003139,52,Female,11,29.89,347.12,Month-to-month,No,No internet service,No internet service,No internet service,Mailed check,No,No
CUST_003140,40,Female,17,110.03,1712.57,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,No,No
CUST_003141,57,Female,59,111.12,6860.75,Month-to-month,Fiber optic,Yes,No,No,Credit card,Yes,No
CUST_003142,18,Female,72,34.5,2142.81,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,Yes,Yes
CUST_003143,43,Male,7,78.6,517.8,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,No,No
CUST_003144,35,Male,5,104.61,550.35,Two year,Fiber optic,No,No,No,Bank transfer,Yes,No
CUST_003145,51,Male,2,24.93,44.61,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,Yes,No
CUST_003146,52,Male,19,41.44,721.74,Month-to-month,DSL,Yes,No,Yes,Electronic check,Yes,No
CUST_003147,34,Female,1,51.41,57.26,One year,DSL,No,No,No,Mailed check,Yes,No
CUST_003148,34,Female,12,102.34,1292.3,Two year,Fiber optic,Yes,No,No,Credit card,Yes,No
CUST_003149,43,Female,1,21.06,21.05,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,No,Yes
CUST_003150,31,Female,12,21.2,232.34,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,No,No
CUST_003151,57,Male,1,58.53,55.75,Two year,DSL,No,No,Yes,Electronic check,Yes,No
CUST_003152,39,Male,43,37.19,1634.83,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,Yes,No
CUST_003153,18,Male,5,53.13,238.18,Month-to-month,DSL,Yes,No,Yes,Bank transfer,Yes,Yes
CUST_003154,39,Male,9,28.58,255.81,Month-to-month,No,No internet service,No internet service,No internet service,Electronic check,Yes,Yes
CUST_003155,29,Male,48,111.49,5205.38,Two year,Fiber optic,No,No,Yes,Bank transfer,Yes,No
CUST_003156,20,Male,32,56.86,1806.79,Two year,DSL,No,No,Yes,Bank transfer,Yes,No
CUST_003157,26,Male,5,52.39,230.95,Two year,DSL,No,No,No,Credit card,No,No
CUST_003158,46,Male,1,44.59,39.33,Month-to-month,DSL,No,No,Yes,Electronic check,Yes,No
CUST_003159,64,Female,30,40.94,1399.21,Month-to-month,DSL,No,No,No,Electronic check,Yes,Yes
CUST_003160,49,Male,11,88.03,1107.59,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,Yes,No
CUST_003161,35,Male,34,43.6,1449.56,Two year,DSL,Yes,Yes,Yes,Bank transfer,No,No
CUST_003162,51,Male,14,26.79,407.58,Two year,No,No internet service,No internet service,No internet service,Bank transfer,No,No
CUST_003163,38,Female,10,93.36,977.23,Month-to-month,Fiber optic,Yes,No,No,Electronic check,Yes,Yes
CUST_003164,34,Male,14,74.3,920.66,One year,Fiber optic,Yes,No,Yes,Electronic check,Yes,No
CUST_003165,27,Female,33,59.19,1834.13,Month-to-month,DSL,Yes,No,Yes,Bank transfer,Yes,No
CUST_003166,18,Female,55,22.91,1189.61,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,Yes,Yes
CUST_003167,39,Female,1,91.45,94.08,One year,Fiber optic,No,No,No,Credit card,Yes,Yes
CUST_003168,47,Female,17,34.92,607.88,Month-to-month,No,No internet service,No internet service,No internet service,Bank transfer,Yes,Yes
CUST_003169,43,Male,1,29.7,33.47,Month-to-month,No,No internet service,No internet service,No internet service,Credit card,No,Yes
CUST_003170,38,Male,15,45.83,747.27,Month-to-month,DSL,Yes,No,Yes,Mailed check,Yes,No
CUST_003171,30,Male,51,49.25,2780.64,Two year,DSL,No,No,Yes,Bank transfer,No,Yes
CUST_003172,54,Female,10,36.97,413.09,Two year,No,No internet service,No internet service,No internet service,Electronic check,Yes,No
CUST_003173,25,Male,64,39.81,2778.12,Two year,No,No internet service,No internet service,No internet service,Credit card,No,No
CUST_003174,56,Male,23,99.71,2178.35,One year,Fiber optic,No,Yes,No,Bank transfer,Yes,Yes
CUST_003175,29,Female,65,108.64,6457.86,Month-to-month,Fiber optic,No,No,No,Mailed check,Yes,No
